pickup_date_as_day,num_rides
2016-08-21,702081
2016-08-22,633464
2016-08-23,671336
2016-08-24,706483
2016-08-25,743950
2016-08-26,769095
2016-08-27,768498
2016-08-28,696336
2016-08-29,649847
2016-08-30,670094
2016-08-31,714065
2016-09-01,748468
2016-09-02,725511
2016-09-03,692594
2016-09-04,642679
2016-09-05,569379
2016-09-06,708811
2016-09-07,757430
2016-09-08,819565
2016-09-09,880218
2016-09-10,917026
2016-09-11,775110
2016-09-12,678502
2016-09-13,741225
2016-09-14,781668
2016-09-15,807246
2016-09-16,854383
2016-09-17,879955
2016-09-18,771624
2016-09-19,674349
2016-09-20,706181
2016-09-21,719973
2016-09-22,775548
2016-09-23,830802
2016-09-24,892476
2016-09-25,770588
2016-09-26,697314
2016-09-27,743760
2016-09-28,789406
2016-09-29,818291
2016-09-30,897736
2016-10-01,856287
2016-10-02,748678
2016-10-03,633674
2016-10-04,686438
2016-10-05,770916
2016-10-06,818005
2016-10-07,834077
2016-10-08,902567
2016-10-09,792446
2016-10-10,645718
2016-10-11,695387
2016-10-12,676413
2016-10-13,810670
2016-10-14,866206
2016-10-15,898123
2016-10-16,781165
2016-10-17,690070
2016-10-18,732482
2016-10-19,781293
2016-10-20,822002
2016-10-21,910334
2016-10-22,965836
2016-10-23,800549
2016-10-24,713794
2016-10-25,788865
2016-10-26,818795
2016-10-27,901132
2016-10-28,928604
2016-10-29,971880
2016-10-30,864083
2016-10-31,720300
2016-11-01,779565
2016-11-02,770862
2016-11-03,848114
2016-11-04,883485
2016-11-05,924081
2016-11-06,772871
2016-11-07,727319
2016-11-08,715230
2016-11-09,807273
2016-11-10,816663
2016-11-11,864641
2016-11-12,922190
2016-11-13,799462
2016-11-14,708417
2016-11-15,804188
2016-11-16,772812
2016-11-17,814893
2016-11-18,861307
2016-11-19,922072
2016-11-20,833766
2016-11-21,777321
2016-11-22,814436
2016-11-23,796171
2016-11-24,623717
2016-11-25,620415
2016-11-26,723598
2016-11-27,690468
2016-11-28,701501
2016-11-29,821741
2016-11-30,828398
2016-12-01,856979
2016-12-02,936507
2016-12-03,985156
2016-12-04,844265
2016-12-05,776754
2016-12-06,856638
2016-12-07,842788
2016-12-08,902024
2016-12-09,997552
2016-12-10,1036775
2016-12-11,861206
2016-12-12,784400
2016-12-13,814566
2016-12-14,874894
2016-12-15,1006670
2016-12-16,1051070
2016-12-17,992530
2016-12-18,859095
2016-12-19,815225
2016-12-20,827151
2016-12-21,821850
2016-12-22,813448
2016-12-23,778621
2016-12-24,685699
2016-12-25,504430
2016-12-26,514092
2016-12-27,593565
2016-12-28,657948
2016-12-29,714344
2016-12-30,770232
2016-12-31,808513
2017-01-01,777420
2017-01-02,574367
2017-01-03,693957
2017-01-04,692373
2017-01-05,770044
2017-01-06,842106
2017-01-07,799381
2017-01-08,762172
2017-01-09,764274
2017-01-10,746793
2017-01-11,767592
2017-01-12,784982
2017-01-13,862687
2017-01-14,907527
2017-01-15,796636
2017-01-16,651636
2017-01-17,813273
2017-01-18,776987
2017-01-19,802033
2017-01-20,870474
2017-01-21,841440
2017-01-22,758089
2017-01-23,792390
2017-01-24,830720
2017-01-25,789324
2017-01-26,836020
2017-01-27,909798
2017-01-28,948338
2017-01-29,789713
2017-01-30,716962
2017-01-31,768089
2017-02-01,783961
2017-02-02,845968
2017-02-03,946387
2017-02-04,967628
2017-02-05,846933
2017-02-06,737851
2017-02-07,808536
2017-02-08,818327
2017-02-09,566115
2017-02-10,960965
2017-02-11,996618
2017-02-12,886494
2017-02-13,803419
2017-02-14,885123
2017-02-15,859065
2017-02-16,879754
2017-02-17,915892
2017-02-18,883801
2017-02-19,801071
2017-02-20,677724
2017-02-21,728285
2017-02-22,767809
2017-02-23,827006
2017-02-24,893441
2017-02-25,984644
2017-02-26,847959
2017-02-27,771301
2017-02-28,784961
2017-03-01,841912
2017-03-02,924196
2017-03-03,1012260
2017-03-04,1095884
2017-03-05,891919
2017-03-06,788764
2017-03-07,828996
2017-03-08,841730
2017-03-09,900271
2017-03-10,1010011
2017-03-11,1082071
2017-03-12,907021
2017-03-13,877307
2017-03-14,330189
2017-03-15,834650
2017-03-16,883151
2017-03-17,899957
2017-03-18,1018897
2017-03-19,819936
2017-03-20,742071
2017-03-21,764432
2017-03-22,881417
2017-03-23,883987
2017-03-24,910102
2017-03-25,956837
2017-03-26,836946
2017-03-27,752075
2017-03-28,859100
2017-03-29,821673
2017-03-30,884864
2017-03-31,1073679
2017-04-01,921825
2017-04-02,715280
2017-04-03,773293
2017-04-04,841883
2017-04-05,860683
2017-04-06,959095
2017-04-07,989986
2017-04-08,988150
2017-04-09,853559
2017-04-10,729352
2017-04-11,765836
2017-04-12,797204
2017-04-13,846372
2017-04-14,858020
2017-04-15,868045
2017-04-16,787126
2017-04-17,708052
2017-04-18,785096
2017-04-19,867584
2017-04-20,907028
2017-04-21,989939
2017-04-22,974983
2017-04-23,853865
2017-04-24,784602
2017-04-25,926146
2017-04-26,864556
2017-04-27,891021
2017-04-28,942491
2017-04-29,995458
2017-04-30,846282
2017-05-01,761279
2017-05-02,813251
2017-05-03,847130
2017-05-04,889884
2017-05-05,1021506
2017-05-06,1008215
2017-05-07,855191
2017-05-08,773781
2017-05-09,819361
2017-05-10,846053
2017-05-11,879134
2017-05-12,924734
2017-05-13,1098385
2017-05-14,823070
2017-05-15,785402
2017-05-16,833317
2017-05-17,885438
2017-05-18,917842
2017-05-19,960862
2017-05-20,990326
2017-05-21,844026
2017-05-22,835754
2017-05-23,811425
2017-05-24,844639
2017-05-25,935868
2017-05-26,835338
2017-05-27,789238
2017-05-28,723541
2017-05-29,625554
2017-05-30,764027
2017-05-31,815404
2017-06-01,842072
2017-06-02,900511
2017-06-03,938810
2017-06-04,823004
2017-06-05,787471
2017-06-06,867045
2017-06-07,867603
2017-06-08,917357
2017-06-09,930777
2017-06-10,974312
2017-06-11,836374
2017-06-12,810587
2017-06-13,861787
2017-06-14,886597
2017-06-15,900727
2017-06-16,930825
2017-06-17,948632
2017-06-18,809500
2017-06-19,839171
2017-06-20,824589
2017-06-21,864521
2017-06-22,874324
2017-06-23,951360
2017-06-24,947835
2017-06-25,757222
2017-06-26,748910
2017-06-27,830650
2017-06-28,825631
2017-06-29,834248
2017-06-30,863162
2017-07-01,799868
2017-07-02,684197
2017-07-03,624126
2017-07-04,608587
2017-07-05,707767
2017-07-06,748456
2017-07-07,863504
2017-07-08,838080
2017-07-09,761438
2017-07-10,743013
2017-07-11,799705
2017-07-12,854554
2017-07-13,897767
2017-07-14,922309
2017-07-15,896169
2017-07-16,816860
2017-07-17,772936
2017-07-18,824639
2017-07-19,877207
2017-07-20,912964
2017-07-21,925478
2017-07-22,928904
2017-07-23,788369
2017-07-24,784547
2017-07-25,777913
2017-07-26,819944
2017-07-27,868555
2017-07-28,895286
2017-07-29,884716
2017-07-30,802615
2017-07-31,745468
2017-08-01,788075
2017-08-02,847652
2017-08-03,870384
2017-08-04,897449
2017-08-05,862974
2017-08-06,771010
2017-08-07,803362
2017-08-08,766532
2017-08-09,806573
2017-08-10,849186
2017-08-11,865817
2017-08-12,853349
2017-08-13,759518
2017-08-14,711088
2017-08-15,785307
2017-08-16,800499
2017-08-17,830372
2017-08-18,904368
2017-08-19,879809
2017-08-20,790591
2017-08-21,727444
2017-08-22,799144
2017-08-23,810530
2017-08-24,817575
2017-08-25,842911
2017-08-26,867862
2017-08-27,793075
2017-08-28,696794
2017-08-29,816670
2017-08-30,770423
2017-08-31,809112
2017-09-01,836122
2017-09-02,867552
2017-09-03,742396
2017-09-04,679810
2017-09-05,788856
2017-09-06,911394
2017-09-07,907370
2017-09-08,980782
2017-09-09,1013694
2017-09-10,902174
2017-09-11,815668
2017-09-12,864714
2017-09-13,900942
2017-09-14,948328
2017-09-15,979371
2017-09-16,1019615
2017-09-17,899523
2017-09-18,764779
2017-09-19,813791
2017-09-20,805894
2017-09-21,800345
2017-09-22,904401
2017-09-23,1011546
2017-09-24,882280
2017-09-25,805233
2017-09-26,825332
2017-09-27,894695
2017-09-28,918821
2017-09-29,961850
2017-09-30,1002116
2017-10-01,860313
2017-10-02,773289
2017-10-03,819554
2017-10-04,858918
2017-10-05,917086
2017-10-06,973004
2017-10-07,1029644
2017-10-08,907705
2017-10-09,774536
2017-10-10,850502
2017-10-11,882039
2017-10-12,932862
2017-10-13,983986
2017-10-14,1052324
2017-10-15,909284
2017-10-16,853595
2017-10-17,869507
2017-10-18,894423
2017-10-19,926982
2017-10-20,994977
2017-10-21,1037821
2017-10-22,897307
2017-10-23,817977
2017-10-24,892974
2017-10-25,906097
2017-10-26,986200
2017-10-27,1046741
2017-10-28,1127505
2017-10-29,1088693
2017-10-30,861471
2017-10-31,857835
2017-11-01,921290
2017-11-02,939365
2017-11-03,1036329
2017-11-04,1096401
2017-11-05,909476
2017-11-06,852997
2017-11-07,984277
2017-11-08,930976
2017-11-09,976795
2017-11-10,1125003
2017-11-11,1098430
2017-11-12,953912
2017-11-13,892570
2017-11-14,911851
2017-11-15,950697
2017-11-16,1019475
2017-11-17,1082553
2017-11-18,1140869
2017-11-19,973223
2017-11-20,878674
2017-11-21,890981
2017-11-22,944703
2017-11-23,755690
2017-11-24,731053
2017-11-25,830074
2017-11-26,812950
2017-11-27,827026
2017-11-28,865355
2017-11-29,895090
2017-11-30,979443
2017-12-01,1070430
2017-12-02,1124616
2017-12-03,964767
2017-12-04,881130
2017-12-05,986130
2017-12-06,996343
2017-12-07,1044405
2017-12-08,1127018
2017-12-09,1218750
2017-12-10,983776
2017-12-11,928303
2017-12-12,966868
2017-12-13,1080100
2017-12-14,1100690
2017-12-15,1181241
2017-12-16,1202573
2017-12-17,1021371
2017-12-18,906689
2017-12-19,942809
2017-12-20,1004130
2017-12-21,1020921
2017-12-22,994275
2017-12-23,905486
2017-12-24,780428
2017-12-25,614557
2017-12-26,712552
2017-12-27,813839
2017-12-28,913714
2017-12-29,969605
2017-12-30,912490
2017-12-31,1016037
2018-01-01,93
2018-01-02,4
2018-01-03,1
2018-01-04,4
2018-01-05,6
2018-01-06,3
2018-01-07,1
2018-01-08,2
2018-01-09,4
2018-01-11,3
2018-01-12,1
2018-01-13,2
2018-01-14,3
2018-01-15,2
2018-01-17,3
2018-01-19,3
2018-01-20,6
2018-01-21,1
2018-01-24,1
2018-01-25,1
2018-01-26,1
2018-01-30,1
2018-02-01,2
2018-02-04,1
2018-02-07,2
2018-02-09,1
2018-02-11,2
2018-02-15,2
2018-02-22,1
2018-02-25,3
2018-03-01,2
2018-03-09,1
2018-03-19,2
2018-03-26,2
2018-04-09,5
2018-04-30,4
2018-05-22,4
2041-11-15,1
2053-03-21,1
